Age,Embarked,Fare,Parch,PClass,Sex,SibSp,FamilySize,Survived
18,3,6.75,0,3,1,0,0,0
24,1,73.5,0,2,0,2,2,0
30,1,7.8958,0,3,0,0,0,0
32,3,15.5,1,3,1,1,2,0
23,1,13,0,2,0,0,0,0
58,2,113.275,2,1,0,0,2,0
50,1,133.65,0,1,0,2,2,1
40,2,7.225,0,3,0,0,0,0
47,1,25.5875,0,1,0,0,0,0
36,1,7.4958,0,3,0,0,0,0
20,1,7.925,0,3,0,1,1,1
32,1,73.5,0,2,0,2,2,0
25,1,13,0,2,0,0,0,0
30,1,7.775,0,3,0,0,0,0
43,1,8.05,0,3,0,0,0,0
35.5,1,52,0,1,1,1,1,1
40,1,39,1,2,1,1,2,1
31,1,52,0,1,0,1,1,0
70,1,10.5,0,2,0,0,0,0
31,1,13,0,2,0,0,0,1
30,1,0,0,2,0,0,0,0
18,1,7.775,0,3,0,0,0,0
24.5,1,8.05,0,3,0,0,0,0
18,1,9.8417,0,3,1,0,0,1
43,1,46.9,6,3,1,1,7,0
36,2,512.3292,1,1,0,0,1,1
22,3,8.1375,0,3,1,0,0,0
27,2,76.7292,0,1,0,0,0,1
20,1,9.225,0,3,0,0,0,0
14,1,46.9,2,3,0,5,7,0
60,1,39,1,2,0,1,2,0
25,2,41.5792,2,2,0,1,3,0
14,1,39.6875,1,3,0,4,5,0
19,1,10.1708,0,3,0,0,0,0
18,1,7.7958,0,3,0,0,0,0
15,1,211.3375,1,1,1,0,1,1
31,1,57,0,1,0,1,1,1
4,2,13.4167,1,3,1,0,1,1
30,1,56.4958,0,3,0,0,0,1
25,2,7.225,0,3,0,0,0,0
60,1,26.55,0,1,0,0,0,0
52,1,13.5,0,2,0,0,0,0
44,1,8.05,0,3,0,0,0,0
22,3,7.7333,0,3,1,0,0,1
49,2,110.8833,1,1,0,1,2,0
42,1,7.65,0,3,0,0,0,0
18,2,227.525,0,1,1,1,1,1
35,1,26.2875,0,1,0,0,0,1
18,2,14.4542,1,3,1,0,1,0
25,3,7.7417,0,3,0,0,0,0
26,1,7.8542,0,3,0,1,1,0
39,1,26,0,2,0,0,0,0
45,1,13.5,0,2,1,0,0,1
42,1,26.2875,0,1,0,0,0,1
22,1,151.55,0,1,1,0,0,1
4,2,15.2458,1,3,0,1,2,1
24,2,49.5042,0,1,1,0,0,1
30,1,26.55,0,1,0,0,0,0
48,1,52,0,1,0,1,1,1
29,1,9.4833,0,3,0,0,0,0
52,1,13,0,2,0,0,0,0
19,1,7.65,0,3,0,0,0,0
38,2,227.525,0,1,1,0,0,1
27,1,10.5,0,2,1,0,0,1
30,3,15.5,0,3,0,0,0,0
33,1,7.775,0,3,0,0,0,0
6,1,33,1,2,1,0,1,1
17,1,7.0542,0,3,0,1,1,0
34,1,13,0,2,0,0,0,0
50,1,13,0,2,0,0,0,0
27,1,53.1,0,1,0,1,1,1
20,1,8.6625,0,3,0,0,0,0
30,1,21,0,2,1,3,3,1
22,3,7.7375,0,3,1,0,0,1
25,1,26,0,2,0,1,1,0
25,1,7.925,0,3,1,1,1,0
29,1,211.3375,0,1,1,0,0,1
11,2,18.7875,0,3,0,0,0,0
30,1,0,0,2,0,0,0,0
23,1,13,0,2,0,0,0,0
23,1,13,0,2,0,0,0,0
28.5,1,16.1,0,3,0,0,0,0
48,1,34.375,3,3,1,1,4,0
35,2,512.3292,0,1,0,0,0,1
30,1,7.8958,0,3,0,0,0,0
30,1,7.8958,0,3,0,0,0,0
30,1,30,0,1,0,0,0,1
36,1,78.85,0,1,0,1,1,0
21,2,262.375,2,1,1,2,4,1
24,1,16.1,0,3,0,1,1,0
31,1,7.925,0,3,0,0,0,1
70,1,71,1,1,0,1,2,0
16,1,20.25,1,3,0,1,2,0
30,1,13,0,2,1,0,0,1
19,1,53.1,0,1,0,1,1,0
31,3,7.75,0,3,0,0,0,0
4,1,23,1,2,1,1,2,1
6,1,12.475,1,3,0,0,1,1
33,1,9.5,0,3,0,0,0,0
23,1,7.8958,0,3,0,0,0,0
48,1,65,2,2,1,1,3,1
0.67,1,14.5,1,2,0,1,2,1
28,1,7.7958,0,3,0,0,0,0
18,1,11.5,0,2,0,0,0,0
34,1,8.05,0,3,0,0,0,0
33,1,86.5,0,1,1,0,0,1
30,1,14.5,0,3,0,0,0,0
41,1,7.125,0,3,0,0,0,0
20,2,7.2292,0,3,0,0,0,1
36,1,120,2,1,1,1,3,1
16,1,7.775,0,3,0,0,0,0
51,1,77.9583,0,1,1,1,1,1
49,2,39.6,0,1,0,0,0,0
30.5,3,7.75,0,3,1,0,0,0
30,3,24.15,0,3,0,1,1,0
32,1,8.3625,0,3,0,0,0,0
24,1,9.5,0,3,0,0,0,0
48,1,7.8542,0,3,0,0,0,0
57,1,10.5,0,2,1,0,0,0
30,2,7.225,0,3,0,0,0,0
54,1,23,3,2,1,1,4,1
18,1,7.75,0,3,0,0,0,0
30,3,7.75,0,3,0,0,0,0
5,1,12.475,0,3,1,0,0,1
30,3,7.7375,0,3,0,0,0,0
43,1,211.3375,1,1,1,0,1,1
13,2,7.2292,0,3,1,0,0,1
17,1,57,0,1,1,1,1,1
29,1,30,0,1,0,0,0,0
30,1,23.45,2,3,0,1,3,0
25,1,7.05,0,3,0,0,0,0
25,1,7.25,0,3,0,0,0,0
18,1,7.4958,0,3,1,0,0,1
8,3,29.125,1,3,0,4,5,0
1,1,20.575,2,3,0,1,3,1
46,2,79.2,0,1,0,0,0,0
30,3,7.75,0,3,0,0,0,0
16,1,26,0,2,0,0,0,0
22,1,69.55,2,3,1,8,10,0
30,2,30.6958,0,1,0,0,0,0
25,1,7.8958,0,3,0,0,0,0
39,1,13,0,2,0,0,0,0
49,1,25.9292,0,1,1,0,0,1
31,1,8.6833,0,3,1,0,0,1
30,2,7.2292,0,3,0,0,0,0
30,1,24.15,1,3,1,1,2,0
34,1,13,0,2,0,0,0,0
31,1,26.25,1,2,1,1,2,1
11,1,120,2,1,0,1,3,1
0.42,2,8.5167,1,3,0,0,1,1
27,1,6.975,0,3,0,0,0,1
31,1,7.775,0,3,0,0,0,0
39,1,0,0,1,0,0,0,0
18,1,7.775,0,3,1,0,0,0
39,1,13,0,2,0,0,0,0
33,1,53.1,0,1,1,1,1,1
26,1,7.8875,0,3,0,0,0,0
39,1,24.15,0,3,0,0,0,0
35,1,10.5,0,2,0,0,0,0
6,1,31.275,2,3,1,4,6,0
30.5,1,8.05,0,3,0,0,0,0
30,1,0,0,1,0,0,0,0
23,1,7.925,0,3,1,0,0,0
31,2,37.0042,1,2,0,1,2,0
43,1,6.45,0,3,0,0,0,0
10,1,27.9,2,3,0,3,5,0
52,1,93.5,1,1,1,1,2,1
27,1,8.6625,0,3,0,0,0,1
38,1,0,0,1,0,0,0,0
27,1,12.475,1,3,1,0,1,1
2,1,39.6875,1,3,0,4,5,0
30,3,6.95,0,3,0,0,0,0
30,1,56.4958,0,3,0,0,0,0
1,2,37.0042,2,2,0,0,2,1
30,3,7.75,0,3,0,0,0,1
62,2,80,0,1,1,0,0,1
15,2,14.4542,0,3,1,1,1,1
0.83,1,18.75,1,2,0,1,2,1
30,2,7.2292,0,3,0,0,0,0
23,1,7.8542,0,3,0,0,0,0
18,1,8.3,0,3,0,0,0,0
39,2,83.1583,1,1,1,1,2,1
21,1,8.6625,0,3,0,0,0,0
30,1,8.05,0,3,0,0,0,0
32,1,56.4958,0,3,0,0,0,1
30,2,29.7,0,1,0,0,0,1
20,1,7.925,0,3,0,0,0,0
16,1,10.5,0,2,0,0,0,0
30,2,31,0,1,1,0,0,1
34.5,2,6.4375,0,3,0,0,0,0
17,1,8.6625,0,3,0,0,0,0
42,1,7.55,0,3,0,0,0,0
30,1,69.55,2,3,0,8,10,0
35,2,7.8958,0,3,0,0,0,0
28,1,33,1,2,0,0,1,0
35.5,2,89.1042,0,1,1,1,1,1
4,1,31.275,2,3,0,4,6,0
74,1,7.775,0,3,0,0,0,0
9,2,15.2458,1,3,1,1,2,0
16,1,39.4,1,1,1,0,1,1
44,1,26,0,2,1,1,1,0
18,1,9.35,1,3,1,0,1,1
45,1,164.8667,1,1,1,1,2,1
51,1,26.55,0,1,0,0,0,1
24,2,19.2583,3,3,1,0,3,1
30,2,7.2292,0,3,0,0,0,0
41,1,14.1083,0,3,0,2,2,0
21,1,11.5,0,2,0,1,1,0
48,1,25.9292,0,1,1,0,0,1
22,1,69.55,2,3,1,8,10,0
24,1,13,0,2,0,0,0,0
42,1,13,0,2,1,0,0,1
27,2,13.8583,0,2,1,1,1,1
31,1,50.4958,0,1,0,0,0,0
30,1,9.5,0,3,0,0,0,0
4,1,11.1333,1,3,0,1,2,1
26,1,7.8958,0,3,0,0,0,0
47,1,52.5542,1,1,1,1,2,1
33,1,5,0,1,0,0,0,0
47,1,9,0,3,0,0,0,0
28,2,24,0,2,1,1,1,1
15,2,7.225,0,3,1,0,0,1
20,1,9.8458,0,3,0,0,0,0
19,1,7.8958,0,3,0,0,0,0
30,1,7.8958,0,3,0,0,0,0
56,2,83.1583,1,1,1,0,1,1
25,1,26,1,2,1,0,1,1
33,1,7.8958,0,3,0,0,0,0
22,1,10.5167,0,3,1,0,0,0
28,1,10.5,0,2,0,0,0,0
25,1,7.05,0,3,0,0,0,0
39,3,29.125,5,3,1,0,5,0
27,1,13,0,2,0,0,0,0
19,1,30,0,1,1,0,0,1
22,1,23.45,2,3,1,1,3,0
26,2,30,0,1,0,0,0,1
32,3,7.75,0,3,0,0,0,0
34.5,3,7.8292,0,3,0,0,0,0
47,1,7,0,3,1,1,1,1
62,3,9.6875,0,2,0,0,0,0
27,1,8.6625,0,3,0,0,0,0
22,1,12.2875,1,3,1,1,2,1
14,1,9.225,0,3,0,0,0,0
30,3,7.6292,0,3,1,0,0,1
26,1,29,1,2,0,1,2,0
18,2,7.2292,0,3,1,0,0,1
21,1,24.15,0,3,0,2,2,0
30,1,7.8958,0,3,0,0,0,0
46,1,26,0,1,0,0,0,0
23,1,82.2667,0,1,1,1,1,1
63,1,26,0,2,0,1,1,0
47,1,61.175,0,1,1,1,1,1
24,2,27.7208,0,2,1,1,1,1
35,3,12.35,0,2,0,0,0,0
21,2,7.225,0,3,0,0,0,0
27,1,7.925,0,3,1,1,1,1
45,2,7.225,0,3,1,0,0,1
55,2,59.4,0,1,0,1,1,0
9,1,3.1708,1,3,0,0,1,0
35.5,1,31.6833,0,1,1,0,0,1
21,2,61.3792,1,1,0,0,1,0
48,2,262.375,3,1,1,1,4,1
50,1,14.5,0,3,0,1,1,0
22,2,61.9792,1,1,1,0,1,1
22.5,2,7.225,0,3,0,0,0,0
41,1,30.5,0,1,0,0,0,0
30,2,21.6792,0,3,0,2,2,0
50,1,26,0,2,0,1,1,0
24,1,31.5,0,2,0,2,2,0
33,1,20.575,2,3,1,1,3,1
35.5,1,23.45,2,3,1,1,3,1
30,2,57.75,0,1,0,1,1,0
18.5,2,7.2292,0,3,0,0,0,0
22,1,8.05,0,3,1,0,0,1
21,1,8.6625,0,3,1,0,0,1
25,1,9.5,0,3,0,0,0,0
30,1,56.4958,0,3,0,0,0,0
39,2,13.4167,1,3,0,0,1,0
30,1,26.55,0,1,0,0,0,0
41,1,7.85,0,3,0,0,0,0
30,1,13,0,2,1,0,0,1
45,1,52.5542,0,1,1,1,1,1
25,1,7.925,0,3,0,0,0,0
45,2,29.7,0,1,0,0,0,0
30,3,7.75,0,3,0,0,0,0
60,2,76.2917,0,1,1,0,0,1
36,1,15.9,2,3,1,0,2,1
24,1,60,0,1,0,1,1,0
27,2,15.0333,0,2,0,0,0,0
20,1,23,1,2,1,2,3,1
28,1,263,2,1,1,3,5,1
30,2,15.5792,0,2,0,0,0,0
10,3,29.125,1,3,0,4,5,0
35,1,7.8958,0,3,0,0,0,0
25,1,7.65,0,3,0,0,0,0
30,1,16.1,0,3,0,1,1,0
36,2,262.375,0,1,1,0,0,1
17,1,7.8958,0,3,0,0,0,0
32,1,13.5,0,2,0,0,0,0
18,1,7.75,0,3,0,0,0,0
22,3,7.725,0,3,1,0,0,1
13,2,262.375,2,1,0,2,4,0
35.5,1,21,0,2,1,0,0,1
18,3,7.8792,0,3,1,0,0,1
47,1,42.4,0,1,0,0,0,0
31,2,28.5375,0,1,0,0,0,0
60,1,263,4,1,1,1,5,1
24,3,7.75,0,3,1,0,0,1
21,1,7.8958,0,3,0,0,0,0
29,1,7.925,0,3,1,0,0,1
28.5,2,27.7208,0,1,0,0,0,0
35,2,211.5,0,1,1,0,0,1
32.5,2,211.5,0,1,0,0,0,0
30,1,8.05,0,3,0,0,0,0
55,1,25.7,0,1,1,2,2,1
30,1,13,0,2,0,0,0,0
24,3,7.75,0,3,1,0,0,1
6,2,15.2458,1,3,0,1,2,0
67,1,221.7792,0,1,0,1,1,0
49,1,26,0,1,0,0,0,0
30,1,7.8958,0,3,0,0,0,0
30,3,10.7083,0,2,0,0,0,0
30,2,14.4542,0,3,0,1,1,0
27,3,7.8792,0,3,1,0,0,1
18,1,8.05,0,3,1,0,0,1
22,3,7.75,0,3,1,0,0,1
2,1,23,1,2,0,1,2,0
22,1,13.9,0,3,1,1,1,1
30,1,7.775,0,3,0,0,0,0
27,1,52,2,1,1,1,3,1
30,1,8.05,0,3,0,0,0,0
25,2,26,0,1,0,0,0,0
25,1,7.7958,0,3,0,0,0,0
76,1,78.85,0,1,1,1,1,1
29,1,7.925,0,3,0,0,0,0
20,1,7.8542,0,3,1,0,0,1
33,1,8.05,0,3,0,0,0,0
43,2,55.4417,0,1,1,1,1,1
27,1,26,0,2,0,1,1,0
30,3,7.75,0,3,0,0,0,0
26,1,7.775,0,3,0,0,0,0
16,2,8.5167,1,3,1,1,2,1
28,1,22.525,0,3,0,0,0,0
21,3,7.8208,0,3,0,0,0,0
30,3,7.75,0,3,0,0,0,0
30,1,8.7125,0,3,0,0,0,0
18.5,1,13,0,2,0,0,0,0
41,2,15.0458,0,2,0,0,0,0
22,3,7.7792,0,3,1,0,0,1
36,2,31.6792,0,1,1,0,0,1
18.5,3,7.2833,0,3,1,0,0,1
63,1,221.7792,0,1,1,1,1,1
18,2,14.4542,0,3,0,1,1,0
30,2,6.4375,0,3,0,0,0,0
1,1,16.7,1,3,1,1,2,1
36,2,75.2417,0,1,0,0,0,0
29,1,26,0,2,1,1,1,1
12,1,15.75,0,2,1,0,0,1
30,3,7.75,0,3,0,1,1,0
35,2,57.75,0,1,1,1,1,1
28,1,7.25,0,3,0,0,0,0
30,3,7.75,0,3,0,0,0,0
17,1,16.1,1,3,1,0,1,1
22,1,7.7958,0,3,0,0,0,0
22,3,23.25,0,3,1,2,2,1
42,1,13,0,2,0,0,0,0
24,1,8.05,0,3,0,0,0,0
32,1,8.05,0,3,0,0,0,0
53,2,28.5,0,1,0,0,0,0
35.5,1,25.4667,4,3,1,0,4,1
30,2,6.4375,0,3,0,1,1,0
43,1,7.8958,0,3,0,0,0,0
24,1,7.8542,0,3,0,0,0,0
26.5,2,7.225,0,3,0,0,0,0
26,1,13,0,2,0,0,0,0
23,1,8.05,0,3,1,0,0,1
40,1,46.9,6,3,0,1,7,0
10,1,46.9,2,3,1,5,7,1
33,1,151.55,0,1,1,0,0,1
61,2,262.375,3,1,0,1,4,0
28,1,26,0,2,0,0,0,0
42,1,26.55,0,1,0,0,0,0
31,1,18,0,3,0,3,3,0
30,1,51.8625,0,1,0,0,0,0
22,1,8.05,0,3,0,0,0,0
30,1,26.55,0,1,0,0,0,0
30,1,26,1,2,0,1,2,0
23,2,83.1583,1,1,1,0,1,1
30,2,7.8958,0,3,0,0,0,0
60.5,1,8.05,0,3,0,0,0,0
36,1,12.1833,2,3,1,0,2,1
13,1,31.3875,2,3,0,4,6,0
24,1,7.55,0,3,0,0,0,0
29,1,221.7792,0,1,1,0,0,1
23,1,7.8542,0,3,1,0,0,1
42,1,26.55,0,1,0,0,0,0
26,1,13.775,2,3,1,0,2,1
22,3,7.7333,0,3,1,0,0,1
7,2,15.2458,1,3,0,1,2,0
26,1,13.5,0,2,1,0,0,1
30,1,7,0,3,0,0,0,0
41,1,13,0,2,0,0,0,0
26,1,22.025,1,3,1,1,2,1
48,2,50.4958,0,1,0,0,0,0
18,1,34.375,2,3,0,2,4,0
35.5,2,27.7208,0,1,1,0,0,1
22,1,8.9625,0,3,1,0,0,1
30,1,7.55,0,3,0,0,0,0
27,2,7.225,0,3,0,0,0,0
23,1,13.9,0,3,0,1,1,0
30,2,7.2292,0,3,0,0,0,0
40,1,31.3875,5,3,0,1,6,0
15,1,39,2,2,1,0,2,1
20,1,36.75,0,2,1,0,0,1
54,2,55.4417,0,1,0,1,1,0
36,1,39,3,2,1,0,3,1
64,2,83.1583,2,1,1,0,2,1
30,1,13,0,2,0,0,0,0
37,2,83.1583,1,1,0,1,2,0
18,1,53.1,0,1,1,1,1,1
30,3,7.75,0,3,0,0,0,0
27,2,247.5208,1,1,1,1,2,1
40,1,16,0,2,0,0,0,0
21,1,21,1,2,1,0,1,1
17,1,8.05,0,3,0,2,2,0
22,1,69.55,2,3,1,8,10,1
40,1,13,0,2,0,0,0,0
34,1,26,0,2,0,1,1,0
30,1,26,0,1,0,0,0,0
11.5,1,14.5,1,3,0,1,2,0
61,3,12.35,0,2,0,0,0,0
8,1,32.5,2,2,0,0,2,0
33,1,7.8542,0,3,0,0,0,0
6,2,134.5,2,1,0,0,2,0
18,1,7.775,0,3,1,0,0,1
23,1,10.5,0,2,0,0,0,0
35.5,1,8.1125,0,3,1,0,0,1
22,3,15.5,0,3,1,0,0,1
0.33,1,14.4,2,3,0,0,2,0
47,2,227.525,0,1,0,1,1,0
8,1,26,1,2,1,1,2,1
25,1,10.5,0,2,0,0,0,0
30,2,25.7417,0,1,0,0,0,0
35,3,7.75,0,3,1,0,0,1
24,1,10.5,0,2,0,0,0,0
33,2,27.7208,0,1,1,0,0,1
25,1,7.8958,0,3,0,0,0,0
32,1,22.525,0,3,0,0,0,0
30,1,7.05,0,3,0,0,0,0
17,1,73.5,0,2,0,0,0,0
60,1,26,0,2,1,1,1,1
38,1,7.775,2,3,1,4,6,1
42,1,42.5,0,1,0,0,0,0
22,3,7.8792,0,3,1,0,0,1
57,1,164.8667,1,1,0,1,2,0
50,2,211.5,1,1,1,1,2,1
30,1,8.05,0,3,0,0,0,0
30,2,13.8583,0,2,1,1,1,1
21,1,8.05,0,3,0,0,0,0
22,1,10.5,0,2,1,0,0,1
21,1,7.7958,0,3,0,0,0,0
53,2,27.4458,0,1,1,0,0,1
35.5,2,15.2458,2,3,1,0,2,1
23,1,7.7958,0,3,0,0,0,0
22,3,7.75,0,3,1,0,0,1
40.5,1,15.1,0,3,0,0,0,0
36,1,13,0,2,0,0,0,0
14,1,65,0,2,0,0,0,0
21,1,26.55,0,1,1,0,0,1
21,1,6.4958,0,3,0,1,1,0
30,3,7.8792,0,3,0,0,0,0
39,2,71.2833,0,1,0,1,1,0
20,1,7.8542,0,3,0,0,0,0
64,2,75.25,0,1,0,1,1,0
20,2,7.225,0,3,0,0,0,0
18,1,13,1,2,1,1,2,1
48,2,106.425,0,1,1,1,1,1
55,2,27.7208,0,1,1,0,0,1
45,1,30,2,2,1,0,2,1
45,2,134.5,1,1,0,1,2,0
30,1,7.8875,0,3,0,0,0,0
4,1,23.45,2,3,0,1,3,0
41,1,51.8625,0,1,0,1,1,0
22,1,21,0,2,1,0,0,1
42,1,32.5,1,2,0,1,2,0
29,1,26,0,2,1,1,1,1
35.5,2,14.4542,0,3,1,1,1,1
0.92,1,27.75,2,2,1,1,3,1
20,1,7.925,0,3,0,0,0,0
27,2,136.7792,0,1,0,1,1,0
24,1,9.325,0,3,0,0,0,0
32.5,1,9.5,0,3,0,0,0,0
30,1,7.55,0,3,0,0,0,0
30,3,7.75,0,3,0,0,0,0
28,1,8.05,0,3,0,0,0,0
19,1,13,0,2,1,0,0,1
21,1,7.775,0,3,0,0,0,0
36.5,1,17.4,0,3,0,1,1,0
21,1,7.8542,0,3,0,0,0,0
29,1,23,2,2,1,0,2,1
1,1,12.1833,1,3,1,1,2,1
30,2,12.7375,0,2,0,0,0,0
30,1,7.8958,0,3,0,0,0,0
30,1,0,0,1,0,0,0,0
30,1,7.55,0,3,0,0,0,0
22,1,8.05,0,3,1,0,0,1
17,1,8.6625,0,3,0,0,0,0
46,2,75.2417,0,1,0,0,0,0
30,3,7.75,0,3,0,0,0,0
26,2,136.7792,0,1,1,1,1,1
22,3,15.5,0,3,1,1,1,1
30,2,7.225,0,3,0,0,0,0
20,1,26,0,2,1,1,1,1
28,1,10.5,0,2,0,0,0,0
40,1,26,0,2,0,1,1,0
30,1,21,0,2,0,1,1,0
22,1,10.5,0,2,0,0,0,0
23,1,8.6625,0,3,1,0,0,1
0.75,1,13.775,1,3,0,1,2,0
22,3,7.75,0,3,1,0,0,1
9,2,15.2458,1,3,1,1,2,1
2,1,20.2125,1,3,1,1,2,1
36,1,7.25,0,3,0,0,0,0
30,1,7.25,0,3,0,0,0,0
24,1,82.2667,0,1,0,1,1,0
30,2,7.2292,0,3,0,0,0,0
30,1,8.05,0,3,0,0,0,0
30,1,39.6,0,1,0,0,0,0
30,3,6.95,0,3,1,0,0,1
30,2,7.2292,0,3,0,0,0,0
53,1,81.8583,1,1,0,1,2,0
36,1,9.5,0,3,0,0,0,0
26,1,7.8958,0,3,0,0,0,0
1,2,41.5792,2,2,1,1,3,1
30,2,21.6792,0,3,0,2,2,0
30,1,45.5,0,1,0,0,0,0
29,1,7.8542,0,3,0,0,0,0
32,1,7.775,0,3,0,0,0,0
30,2,15.0458,0,2,0,0,0,0
43,1,21,1,2,0,0,1,0
24,1,8.6625,0,3,0,0,0,0
22,3,7.75,0,3,1,0,0,1
64,1,26.55,1,1,1,1,2,1
30,1,151.55,2,1,0,1,3,0
0.83,1,9.35,1,3,0,0,1,0
55,1,93.5,1,1,0,1,2,0
45,1,14.1083,0,3,1,1,1,1
18,1,8.6625,0,3,0,0,0,0
22,2,7.225,0,3,0,0,0,0
30,1,7.575,0,3,0,0,0,0
37,3,7.75,0,3,1,0,0,1
55,2,135.6333,0,1,1,0,0,1
17,3,7.7333,0,3,1,0,0,1
57,2,146.5208,0,1,0,1,1,0
19,1,10.5,0,2,0,0,0,0
27,1,7.8542,0,3,0,0,0,0
22,1,31.5,0,2,0,2,2,0
26,1,7.775,0,3,0,0,0,0
25,2,7.2292,0,3,0,0,0,0
26,1,13,0,2,0,0,0,0
33,1,26.55,0,1,0,0,0,0
39,1,211.3375,0,1,1,0,0,1
23,1,7.05,0,3,0,0,0,0
12,1,39,1,2,1,2,3,1
46,2,79.2,0,1,0,0,0,0
29,1,26,0,2,0,1,1,0
21,1,13,0,2,0,0,0,0
48,1,36.75,2,2,1,0,2,1
39,2,29.7,0,1,0,0,0,0
30,2,7.225,0,3,0,0,0,0
19,2,15.7417,1,3,1,1,2,1
27,1,7.8958,0,3,0,0,0,0
30,1,26,0,1,0,0,0,0
32,1,13,0,2,0,0,0,0
39,2,7.2292,2,3,0,0,2,0
25,1,31.5,0,2,0,0,0,0
4,2,7.2292,0,3,0,0,0,0
18,1,10.5,0,2,0,0,0,0
32,1,7.5792,0,3,0,0,0,0
30,1,69.55,9,3,0,1,10,0
58,2,512.3292,1,1,1,0,1,1
4,1,14.5,1,3,0,1,2,0
16,1,7.65,0,3,1,0,0,1
26,1,13,0,2,0,0,0,0
38,2,7.2292,0,3,1,0,0,1
24,1,13.5,0,2,0,0,0,0
31,1,21,0,2,1,0,0,1
45,2,63.3583,1,1,1,0,1,1
25,1,10.5,0,2,0,0,0,0
18,1,73.5,0,2,0,0,0,0
49,1,65,2,2,0,1,3,0
0.17,1,20.575,2,3,1,1,3,1
50,1,26,0,1,0,0,0,0
59,1,51.4792,0,1,1,2,2,1
30,1,7.8792,0,3,0,0,0,0
30,3,7.75,0,3,0,0,0,0
30,1,15.55,0,3,1,1,1,1
14.5,1,69.55,2,3,0,8,10,0
24,2,37.0042,1,2,1,1,2,1
31,1,21,0,2,1,0,0,1
27,1,8.6625,0,3,0,0,0,0
25,2,55.4417,0,1,1,1,1,1
35.5,1,69.55,9,3,1,1,10,1
30,2,14.4583,0,3,0,1,1,0
22,1,39.6875,0,3,1,0,0,1
45,2,59.4,1,1,1,0,1,1
29,2,13.8583,0,2,0,0,0,0
21,1,11.5,0,2,0,1,1,0
31,2,134.5,0,1,1,0,0,1
49,1,0,0,1,0,0,0,0
44,1,13,0,2,0,0,0,0
54,1,81.8583,1,1,1,1,2,1
45,2,262.375,0,1,1,0,0,1
22,1,8.6625,0,3,1,2,2,1
21,1,11.5,0,2,0,0,0,0
55,1,50,0,1,0,0,0,0
5,1,31.3875,2,3,0,4,6,0
30,3,7.75,0,3,0,0,0,0
26,3,7.8792,0,3,0,0,0,0
35.5,1,14.5,0,3,1,0,0,1
19,1,16.1,0,3,1,1,1,1
30,1,12.875,0,2,0,0,0,0
24,1,65,2,2,1,1,3,1
24,1,7.775,0,3,0,0,0,0
57,1,13,0,2,0,0,0,0
21,3,7.75,0,3,0,0,0,0
6,1,21.075,1,3,0,3,4,0
23,1,93.5,0,1,0,0,0,0
51,1,39.4,1,1,1,0,1,1
13,1,20.25,2,3,0,0,2,0
47,1,10.5,0,2,0,0,0,0
29,1,22.025,1,3,0,3,4,0
18,1,60,0,1,1,1,1,1
24,3,7.25,0,3,0,0,0,0
48,2,79.2,1,1,1,1,2,1
22,1,7.775,0,3,0,0,0,0
31,3,7.7333,0,3,0,0,0,0
30,1,164.8667,0,1,1,0,0,1
38,1,21,0,2,0,1,1,0
22,2,59.4,1,1,1,0,1,1
17,1,47.1,0,1,0,0,0,0
43,2,27.7208,0,1,0,1,1,0
20,2,13.8625,0,2,0,0,0,0
23,1,10.5,0,2,0,1,1,0
50,2,211.5,1,1,0,1,2,0
22,3,7.7208,0,3,1,0,0,1
3,1,13.775,1,3,1,1,2,1
22,3,7.75,0,3,1,0,0,1
37,3,90,0,1,1,1,1,1
28,1,7.775,0,3,1,0,0,1
30,1,8.05,0,3,0,0,0,0
39,2,108.9,0,1,1,0,0,1
38.5,1,7.25,0,3,0,0,0,0
30,1,8.05,0,3,0,0,0,0
4,2,22.3583,1,3,0,1,2,0
